,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKFMHM22,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
3672,9000165233,1,44,0,0.0,1,0,4,6,62.5,0,0,9000165233_1,0,1,0,1,1,0,0,1,1,3,90,135,0,45,45,0,0,0,0,0,0,0,0,0,135,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0579919469776867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
963,9000053847,2,60,0,1.0,1,0,2,3,175.0,0,1,9000053847_2,0,1,0,0,1,0,0,1,1,2,122,600,600,107,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0.0,0.0,0.0,0.0045476277507206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4111,9000170975,2,38,0,1.0,1,0,2,2,62.5,0,1,9000170975_2,0,1,0,1,1,0,0,1,1,2,65,530,40,35,75,0,0,0,460,25,485,0,0,0,30,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0.0,0.016215544238191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1163,9000057197,2,65,0,1.0,1,1,2,2,137.5,0,1,9000057197_2,0,1,0,1,1,0,0,1,1,2,65,480,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,30,510,0,0,0,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898795435413145,0.0,0,0,0,1
1528,9000075779,2,75,0,0.0,1,1,3,2,175.0,0,1,9000075779_2,0,1,1,1,1,0,0,1,1,3,124,141,80,64,144,0,0,0,0,0,0,0,0,0,11,20,31,0,0,0,50,40,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319,0.0,0.0100889729486407,0.0,0.028666197562991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3273,9000146882,1,63,0,0.0,1,0,2,2,175.0,0,1,9000146882_1,0,1,1,1,1,0,0,1,1,1,45,550,0,15,15,0,0,0,495,20,515,0,0,0,10,5,15,45,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0.0,0.0075096017787455,0.0245429410775259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4482,9000209563,1,44,0,1.0,1,1,3,3,112.5,0,0,9000209563_1,0,1,1,1,1,0,0,1,0,2,40,175,0,20,20,0,0,0,175,20,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
487,9000046606,1,52,0,1.0,1,0,3,2,250.0,0,0,9000046606_1,0,1,1,1,1,0,0,1,1,1,18,172,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,8,180,0,0,0,0,0,0,0,0,0,1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0579919469776867,0.0,0.0,0.0,0,0,1,0
4665,9000212219,1,32,0,0.0,1,1,2,5,250.0,0,1,9000212219_1,0,1,1,1,1,0,0,1,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006036060483858,0.0,0,1,0,0
1249,9000071802,1,38,0,1.0,5,0,3,3,42.5,0,1,9000071802_1,0,1,0,0,0,0,0,0,1,2,44,690,0,18,18,0,0,0,681,16,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112502475634283,0.0,0,1,0,0
435,9000045802,1,26,0,0.0,1,1,2,1,250.0,1,1,9000045802_1,0,1,1,1,1,0,0,1,0,2,120,195,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,35,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,0.0,0.0,0.0,0.0,0.0755771217787995,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1933,9000089532,1,39,0,0.0,1,0,4,2,175.0,0,1,9000089532_1,2,1,1,1,1,0,0,1,0,2,40,200,0,15,15,0,0,0,0,0,0,0,0,0,30,15,45,170,10,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0.0,0.0157942671832318,0.0599979296752853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
255,9000016174,1,61,0,1.0,1,1,1,1,62.5,0,1,9000016174_1,0,1,1,1,1,0,0,1,1,1,40,75,0,0,0,0,10,10,0,0,0,0,0,0,45,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,1335,0.0,0.0190929419090223,0.0,0.0,0.0,0.0,0.0,0.0143978207006425,0.0,0.0,0,0,0,1
4154,9000171666,1,35,0,1.0,2,0,1,1,30.0,0,1,9000171666_1,0,1,0,0,0,1,0,0,1,1,36,62,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,80,0,0,0,0,0,0,1360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248235837250321,0.0,0.0,0,1,0,0
829,9000051800,1,59,0,1.0,1,0,1,1,62.5,0,1,9000051800_1,0,1,0,0,1,0,0,1,1,1,63,544,0,35,35,0,0,0,544,28,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
788,9000051188,3,20,0,0.0,1,0,3,2,62.5,0,0,9000051188_3,0,1,0,1,1,0,0,1,1,3,110,535,0,55,55,0,0,0,535,55,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
2032,9000096426,1,44,0,0.0,1,0,3,0,87.5,0,0,9000096426_1,0,1,1,1,1,0,0,1,1,3,85,195,0,45,45,0,0,0,195,40,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3328,9000147614,1,34,0,0.0,1,1,1,1,30.0,0,1,9000147614_1,0,1,1,0,1,0,0,1,1,1,45,170,0,10,10,0,0,0,155,15,170,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,1235,0.0,0.0035023938360706,0.0,0.0,0.0,0.0,0.0,0.0087035875218783,0.0,0.0,0,1,0,0
1960,9000089900,1,32,0,1.0,1,0,2,1,12.5,0,1,9000089900_1,0,1,0,0,1,0,0,1,1,1,33,102,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,18,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0.0,0.0,0.0,0.0,0.0377885608893997,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1891,9000089100,2,43,0,0.0,3,0,4,3,175.0,0,1,9000089100_2,2,1,1,1,0,0,1,0,1,2,50,600,0,30,30,0,0,0,600,20,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
456,9000046129,1,36,0,0.0,2,0,3,3,175.0,0,1,9000046129_1,0,1,1,1,0,1,0,0,1,2,60,480,0,30,30,0,0,0,480,30,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3970,9000169087,1,44,0,0.0,1,0,3,3,42.5,0,0,9000169087_1,0,1,0,0,1,0,0,1,0,3,339,451,0,70,70,0,0,0,296,174,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,85,225,15,10,25,0,0,0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1180993120779944,0.0148237763170244,0.0,0,0,1,0
1433,9000074608,2,28,0,1.0,1,0,2,2,137.5,1,1,9000074608_2,0,1,1,1,1,0,0,1,0,2,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,1425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045476277507206,0.0,0.0,0,1,0,0
2966,9000126974,2,21,0,0.0,1,0,2,2,42.5,0,1,9000126974_2,0,1,0,0,1,0,0,1,1,2,60,510,0,30,30,0,0,0,510,30,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
1012,9000054788,2,56,0,0.0,1,1,3,3,137.5,0,1,9000054788_2,0,1,1,1,1,0,0,1,0,3,40,280,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,20,300,0,0,0,0,0,0,1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101457640758777,0.0,0.0,0,0,1,0
1128,9000056698,1,74,0,0.0,1,0,2,2,137.5,0,1,9000056698_1,0,1,1,1,1,0,0,1,1,2,100,515,0,60,60,0,0,0,515,40,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1537,9000075879,2,51,0,1.0,1,0,2,3,137.5,0,1,9000075879_2,0,1,1,1,1,0,0,1,0,2,195,150,135,65,200,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,40,0,60,60,0,0,0,1295,0.0,0.0148350299475369,0.0,0.0,0.0,0.0,0.0,0.0132114972833233,0.0196695267931538,0.0,0,0,1,0
1105,9000056201,2,33,0,1.0,1,1,5,3,112.5,0,1,9000056201_2,3,1,1,1,1,0,0,1,1,2,50,220,0,30,30,0,0,0,220,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2984,9000127264,1,38,0,0.0,1,1,1,1,87.5,0,1,9000127264_1,0,1,1,1,1,0,0,1,1,1,180,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,90,150,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,1260,0.0,0.0,0.0,0.0,0.048848567537817,0.0,0.0,0.010219165181686,0.0,0.0,0,1,0,0
398,9000019184,1,29,0,0.0,1,0,3,3,112.5,0,1,9000019184_1,1,1,1,1,1,0,0,1,1,2,30,600,0,15,15,0,0,0,600,15,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4515,9000209998,1,51,0,1.0,1,0,2,2,30.0,0,1,9000209998_1,0,1,1,1,1,0,0,1,1,2,90,540,0,45,45,0,0,0,540,45,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
797,9000051330,1,49,0,1.0,1,0,3,2,30.0,0,0,9000051330_1,0,1,1,0,1,0,0,1,1,2,165,220,220,165,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1603,9000076607,3,23,0,0.0,1,0,4,2,112.5,1,1,9000076607_3,0,1,1,1,1,0,0,1,0,4,35,435,0,15,15,0,0,0,435,20,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
3755,9000166229,1,57,0,1.0,1,0,2,3,87.5,0,1,9000166229_1,0,1,0,1,1,0,0,1,0,2,10,10,0,5,5,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0.0,0.0045476277507206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2896,9000126108,2,50,0,0.0,1,0,2,1,62.5,0,1,9000126108_2,0,1,0,1,1,0,0,1,1,1,30,645,0,15,15,0,0,0,645,15,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3312,9000147484,1,28,0,0.0,2,1,1,1,42.5,0,1,9000147484_1,0,1,0,0,0,1,0,0,1,1,90,615,0,45,45,0,0,0,615,45,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4123,9000171118,2,58,0,1.0,1,0,2,2,137.5,0,1,9000171118_2,0,1,1,1,1,0,0,1,1,2,10,490,0,5,5,0,0,0,490,5,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3025,9000127677,1,24,0,1.0,1,0,2,1,87.5,0,1,9000127677_1,0,1,0,0,1,0,0,1,1,2,114,836,200,50,250,0,0,0,543,17,560,0,0,0,0,0,0,90,40,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,740,0.0,0.0,0.0702875328876423,0.0,0.0,0.0,0.0,0.0,0.0,0.0058295436607238,1,0,0,0
4599,9000211238,2,52,0,0.0,1,0,2,2,112.5,0,1,9000211238_2,0,1,0,1,1,0,0,1,1,2,90,705,0,45,45,0,0,0,705,45,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1361,9000073472,3,31,0,1.0,1,0,4,4,62.5,0,1,9000073472_3,0,1,1,1,1,0,0,1,0,3,115,520,245,30,275,0,0,0,0,0,0,0,0,0,15,15,30,0,0,0,15,60,75,0,0,0,245,10,255,0,0,0,0,0,0,0,0,0,0,0,0,1080,0.0,0.0118992232997076,0.0,0.0291582287412134,0.0,0.0920575102136443,0.0,0.0,0.0,0.0,0,1,0,0
1458,9000074992,2,48,0,1.0,1,0,4,1,250.0,1,1,9000074992_2,0,1,1,1,1,0,0,1,1,2,60,600,0,30,30,0,0,0,600,30,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1334,9000073146,1,73,0,0.0,1,1,2,2,112.5,0,0,9000073146_1,0,1,1,1,1,0,0,1,0,2,130,660,270,70,340,0,0,0,0,0,0,0,0,0,0,0,0,180,30,210,0,0,0,210,30,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0.0,0.0,0.0835460514500749,0.0,0.094269916841848,0.0,0.0,0.0,0.0,0.0,0,0,0,0
4364,9000174927,2,31,1,1.0,1,0,2,2,137.5,0,1,9000174927_2,0,1,1,1,0,0,0,1,1,2,65,600,0,20,20,0,0,0,510,15,525,0,0,0,0,0,0,0,0,0,0,0,0,90,30,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0.0,0.0,0.0,0.0,0.0610539654099779,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2017,9000096194,1,31,0,0.0,1,0,2,0,42.5,0,1,9000096194_1,0,1,0,0,1,0,0,1,0,0,60,555,0,30,30,0,0,0,555,30,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
177,9000015282,1,74,0,0.0,1,1,2,2,62.5,0,0,9000015282_1,0,1,1,1,1,0,0,1,0,2,64,251,0,30,30,0,0,0,0,0,0,0,0,0,33,2,35,0,0,0,0,0,0,0,0,0,183,2,185,0,0,0,35,30,65,0,0,0,0,0,0,1155,0.0,0.0129649771643676,0.0,0.0,0.0,0.0645228141366445,0.0,0.0237778464465851,0.0,0.0,0,0,0,0
3057,9000128130,1,31,0,0.0,1,1,1,1,12.5,0,1,9000128130_1,0,1,1,1,1,0,0,1,1,1,25,110,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,10,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320,0.0,0.0,0.0,0.0377885608893997,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2523,9000113817,1,45,0,0.0,2,1,1,1,62.5,0,1,9000113817_1,0,1,1,0,0,1,0,0,1,1,50,280,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,25,300,5,20,25,0,0,0,0,0,0,1115,0.0,0.0,0.0,0.0,0.0,0.0,0.1034815724761295,0.0096299839522931,0.0,0.0,0,0,1,0
1875,9000088857,2,74,0,1.0,1,0,2,2,42.5,0,1,9000088857_2,0,1,0,1,1,0,0,1,0,2,30,265,0,15,15,0,0,0,265,15,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
26,9000013284,2,58,0,1.0,1,0,3,3,250.0,0,1,9000013284_2,0,1,1,1,1,0,0,1,1,3,25,470,0,15,15,0,0,0,470,10,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3256,9000146642,1,42,0,1.0,1,0,6,4,62.5,0,1,9000146642_1,0,1,1,0,1,0,0,1,1,5,40,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076060522349405,0,0,1,0
525,9000047291,1,28,0,1.0,1,0,1,1,30.0,0,0,9000047291_1,0,1,0,1,1,0,0,1,1,1,8,528,0,4,4,0,0,0,528,4,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3555,9000163559,1,52,0,0.0,3,0,3,2,62.5,0,1,9000163559_1,0,1,0,1,0,0,1,0,0,2,60,185,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,185,25,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.0,0.0,0.0684573806558516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1253,9000071860,1,67,0,0.0,1,0,2,4,112.5,0,1,9000071860_1,0,1,1,1,1,0,0,1,1,2,45,215,0,5,5,0,0,0,215,40,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1657,9000077252,1,57,0,0.0,1,0,2,2,42.5,1,1,9000077252_1,0,1,0,1,1,0,0,1,0,2,30,60,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0.0,0.0,0.0,0.0,0.0232298407184748,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1145,9000056960,1,54,0,0.0,1,1,2,4,112.5,1,1,9000056960_1,0,1,0,1,1,0,0,1,1,2,50,295,0,0,0,140,25,165,0,0,0,0,0,0,75,15,90,0,0,0,80,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0299632233774432,0.0,0.0299632233774432,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1995,9000095908,1,39,0,1.0,2,0,4,0,30.0,1,1,9000095908_1,1,1,1,1,0,1,0,0,1,1,75,490,0,35,35,0,0,0,490,40,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
321,9000017793,1,23,0,0.0,1,0,2,2,62.5,0,1,9000017793_1,0,1,1,1,1,0,0,1,1,2,10,130,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,5,135,0,0,0,0,0,0,0,0,0,0,0,0,1305,0.0,0.0,0.0,0.0,0.0,0.0427519804209498,0.0,0.0,0.0,0.0,1,0,0,0
4107,9000170928,1,31,0,0.0,1,1,5,2,87.5,0,1,9000170928_1,3,1,1,1,1,0,0,1,1,2,105,560,0,65,65,0,0,0,560,40,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
664,9000049188,3,16,0,1.0,6,0,6,1,42.5,0,1,9000049188_3,2,0,0,0,0,0,0,0,1,3,35,645,0,5,5,0,0,0,195,15,210,450,15,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0.2062436762857803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
4946,9000217348,1,23,0,0.0,1,0,2,2,30.0,0,0,9000217348_1,0,1,1,0,1,0,0,1,0,2,105,255,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,55,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,0.0,0.0,0.0,0.0,0.1052840486118299,0.0,0.0,0.0,0.0,0.0,1,0,0,0
2677,9000116120,1,31,0,0.0,1,1,1,2,62.5,0,1,9000116120_1,0,1,1,0,1,0,0,1,1,1,12,24,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,24,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0.0,0.0,0.0,0.0091433794398697,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4075,9000170577,1,25,0,0.0,1,0,2,3,112.5,0,1,9000170577_1,0,1,0,1,1,0,0,1,1,2,80,520,0,45,45,0,0,0,520,35,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
3677,9000165287,2,37,1,1.0,1,1,4,1,137.5,1,1,9000165287_2,1,1,1,1,0,0,0,1,1,2,120,370,0,0,0,360,60,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,70,1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216419249388429,0,1,0,0
1971,9000095481,1,39,0,0.0,1,0,3,2,137.5,0,1,9000095481_1,0,1,1,1,1,0,0,1,1,2,205,485,0,75,75,0,0,0,465,60,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,10,60,70,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104027603997672,0.0,0.0353690867659869,0,1,0,0
332,9000017932,1,49,0,0.0,1,0,2,3,112.5,0,1,9000017932_1,0,1,0,1,1,0,0,1,1,2,50,70,0,20,20,0,0,0,0,0,0,0,0,0,50,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,0,0,0,1340,0.0,0.0190232373134303,0.0,0.0,0.0,0.0,0.0,0.0,0.0127742880364289,0.0,0,0,1,0
3033,9000127861,1,34,0,1.0,1,0,3,3,87.5,0,0,9000127861_1,1,1,1,1,1,0,0,1,0,2,10,96,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,96,5,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,0.0,0.0,0.0315819150832406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2796,9000117839,3,26,0,0.0,1,0,3,3,112.5,0,1,9000117839_3,0,1,0,1,1,0,0,1,1,3,40,660,0,20,20,0,0,0,660,20,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
